"","Study_site","file","Study_Name","Site_Name","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals","ph_new"
"1102","France-Bouché Bou-772","000_Guernion2014","France-Bouché","Bou-772","Observation",48.339,7.458,175,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,6,"H20",NA,4.1,NA,28.8,33.6,33.6,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,6
"1103","France-Bouché Bou-773","000_Guernion2014","France-Bouché","Bou-773","Observation",48.132,7.539,178,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,7.5,"H20",NA,4.4,NA,28.7,33.5,33.5,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",9,"Number of species","Forest and seminatural areas Wood",NA,NA,10,NA,7.5
"1104","France-Bouché Bou-774","000_Guernion2014","France-Bouché","Bou-774","Observation",48.087,7.539,182,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,7,"H20",NA,2,NA,78.4,9.8,9.8,NA,NA,NA,"Secondary vegetation","Herbaceous",3,"Number of species","Forest and seminatural areas Grassland",NA,NA,8,NA,7
"1105","France-Bouché Bou-774","000_Guernion2014","France-Bouché","Bou-774","Observation",48.087,7.539,182,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,6,"H20",NA,2.9,NA,77.6,9.7,9.7,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Forest",NA,NA,8,NA,6
"1106","France-Bouché Bou-776","000_Guernion2014","France-Bouché","Bou-776","Observation",47.619,7.539,237,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,7.5,"H20",NA,3.8,NA,38.5,38.5,19.2,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,12,NA,7.5
"1107","France-Bouché Bou-776","000_Guernion2014","France-Bouché","Bou-776","Observation",47.619,7.539,237,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,4.3,NA,38.3,38.3,19.1,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Wood",NA,NA,12,NA,7.4
"1108","France-Bouché Bou-778","000_Guernion2014","France-Bouché","Bou-778","Observation",47.628,7.26,277,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,2,NA,29.4,34.3,34.3,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,7.4
"1109","France-Bouché Bou-779","000_Guernion2014","France-Bouché","Bou-779","Observation",47.691,6.459,297,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,5.4,"H20",NA,4,NA,28.8,33.6,33.6,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,5,NA,5.4
"1110","France-Bouché Bou-78","000_Guernion2014","France-Bouché","Bou-78","Observation",43.182,2.598,107,"France",12,1966,12,1966,"Hand sorting",300000,"cm3",1,7.6,"H20",NA,2.4,NA,48.8,9.8,39,NA,NA,NA,"Secondary vegetation","Herbaceous",2,"Number of species","Forest and seminatural areas Grassland",NA,NA,2,NA,7.6
"1111","France-Bouché Bou-780","000_Guernion2014","France-Bouché","Bou-780","Observation",47.628,6.207,301,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,2.9,NA,38.8,38.8,19.4,NA,NA,NA,"Unknown","Unknown/Other",3,"Number of species","Forest and seminatural areas Waste land",NA,NA,4,NA,7.4
"1112","France-Bouché Bou-781","000_Guernion2014","France-Bouché","Bou-781","Observation",47.709,5.883,295,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,5.2,"H20",NA,2.1,NA,4.9,49,44.1,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,12,NA,5.2
"1113","France-Bouché Bou-781","000_Guernion2014","France-Bouché","Bou-781","Observation",47.709,5.883,295,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,4.6,"H20",NA,2.5,NA,4.9,48.8,43.9,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Forest",NA,NA,12,NA,4.6
"1114","France-Bouché Bou-783","000_Guernion2014","France-Bouché","Bou-783","Observation",47.466,5.622,186,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,2.3,NA,63.5,24.4,9.8,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,7.3
"1115","France-Bouché Bou-784","000_Guernion2014","France-Bouché","Bou-784","Observation",47.466,5.622,186,"France",5,1968,5,1968,"Hand sorting",300000,"cm3",1,5.4,"H20",NA,2.3,NA,63.5,24.4,9.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",5,"Number of species","Forest and seminatural areas Forest",NA,NA,6,NA,5.4
"1116","France-Bouché Bou-795","000_Guernion2014","France-Bouché","Bou-795","Observation",45.027,4.236,1125,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.2,"H20",NA,3.4,NA,77.3,9.7,9.7,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,5.2
"1117","France-Bouché Bou-796","000_Guernion2014","France-Bouché","Bou-796","Observation",45.333,4.758,141,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,1.5,NA,49.3,9.9,39.4,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Poplar grove",NA,NA,5,NA,7.4
"1118","France-Bouché Bou-797","000_Guernion2014","France-Bouché","Bou-797","Observation",45.207,4.659,417,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.7,"H20",NA,2.6,NA,77.9,9.7,9.7,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Poplar grove",NA,NA,6,NA,5.7
"1119","France-Bouché Bou-797","000_Guernion2014","France-Bouché","Bou-797","Observation",45.207,4.659,417,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5,"H20",NA,2.7,NA,63.3,24.3,9.7,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,5
"1120","France-Bouché Bou-80","000_Guernion2014","France-Bouché","Bou-80","Observation",43.353,1.833,202,"France",12,1966,12,1966,"Hand sorting",300000,"cm3",1,7.8,"H20",NA,0.7,NA,5,49.6,44.7,NA,NA,NA,"Secondary vegetation","Herbaceous",2,"Number of species","Forest and seminatural areas Grassland",NA,NA,2,NA,7.8
"1121","France-Bouché Bou-801","000_Guernion2014","France-Bouché","Bou-801","Observation",45.144,4.524,1153,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,4.9,"H20",NA,7.5,NA,60.1,23.1,9.3,NA,NA,NA,"Secondary vegetation","Herbaceous",1,"Number of species","Forest and seminatural areas Grassland",NA,NA,2,NA,4.9
"1122","France-Bouché Bou-802","000_Guernion2014","France-Bouché","Bou-802","Observation",44.928,4.038,930,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.3,"H20",NA,6.6,NA,60.7,23.4,9.3,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Meadow",NA,NA,2,NA,5.3
"1123","France-Bouché Bou-803","000_Guernion2014","France-Bouché","Bou-803","Observation",44.811,4.299,1284,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,4.7,"H20",NA,8.9,NA,82,4.6,4.6,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Mountain pasture",NA,NA,4,NA,4.7
"1124","France-Bouché Bou-804","000_Guernion2014","France-Bouché","Bou-804","Observation",44.955,4.452,900,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.2,"H20",NA,2.7,NA,87.6,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,5.2
"1125","France-Bouché Bou-805","000_Guernion2014","France-Bouché","Bou-805","Observation",45,4.632,523,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5,"H20",NA,1.6,NA,88.5,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,5
"1126","France-Bouché Bou-806","000_Guernion2014","France-Bouché","Bou-806","Observation",45.027,4.83,129,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7,"H20",NA,1,NA,29.7,34.6,34.6,NA,NA,NA,"Unknown","Unknown/Other",2,"Number of species","Forest and seminatural areas Waste land",NA,NA,3,NA,7
"1127","France-Bouché Bou-809","000_Guernion2014","France-Bouché","Bou-809","Observation",44.748,5.28,661,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.6,"H20",NA,2.3,NA,4.9,48.8,43.9,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.6
"1128","France-Bouché Bou-810","000_Guernion2014","France-Bouché","Bou-810","Observation",44.604,5.469,671,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.6,"H20",NA,1.3,NA,29.6,34.5,34.5,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",5,"Number of species","Forest and seminatural areas Wood",NA,NA,6,NA,7.6
"1129","France-Bouché Bou-811","000_Guernion2014","France-Bouché","Bou-811","Observation",44.55,5.604,1149,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.7,"H20",NA,2.1,NA,4.9,49,44.1,NA,NA,NA,"Unknown","Unknown/Other",2,"Number of species","Forest and seminatural areas Waste land",NA,NA,2,NA,7.7
"1130","France-Bouché Bou-812","000_Guernion2014","France-Bouché","Bou-812","Observation",44.568,5.748,840,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.9,"H20",NA,1.8,NA,4.9,49.1,44.2,NA,NA,NA,"Unknown","Unknown/Other",5,"Number of species","Forest and seminatural areas Waste land",NA,NA,6,NA,7.9
"1131","France-Bouché Bou-813","000_Guernion2014","France-Bouché","Bou-813","Observation",44.721,5.667,1458,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.6,"H20",NA,7,NA,27.9,32.5,32.5,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Mountain pasture",NA,NA,6,NA,6.6
"1132","France-Bouché Bou-813","000_Guernion2014","France-Bouché","Bou-813","Observation",44.721,5.667,1458,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.9,"H20",NA,10.5,NA,35.8,35.8,17.9,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Forest",NA,NA,6,NA,5.9
"1133","France-Bouché Bou-815","000_Guernion2014","France-Bouché","Bou-815","Observation",44.775,5.55,1845,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.2,"H20",NA,2.1,NA,39.2,39.2,19.6,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Forest and seminatural areas Forest",NA,NA,3,NA,7.2
"1134","France-Bouché Bou-816","000_Guernion2014","France-Bouché","Bou-816","Observation",44.901,5.811,737,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,3.2,NA,29,33.9,33.9,NA,NA,NA,"Unknown","Unknown/Other",9,"Number of species","Artificial surfaces organic heap",NA,NA,10,NA,7.4
"1135","France-Bouché Bou-817","000_Guernion2014","France-Bouché","Bou-817","Observation",44.055,6.018,420,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.2,"H20",NA,3,NA,29.1,34,34,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",7,"Number of species","Forest and seminatural areas Forest",NA,NA,8,NA,7.2
"1136","France-Bouché Bou-818","000_Guernion2014","France-Bouché","Bou-818","Observation",44.631,6.081,1243,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.7,"H20",NA,2.9,NA,38.8,38.8,19.4,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,7.7
"1137","France-Bouché Bou-818","000_Guernion2014","France-Bouché","Bou-818","Observation",44.631,6.081,1243,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7,"H20",NA,4.4,NA,38.2,38.2,19.1,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Forest and seminatural areas Forest",NA,NA,4,NA,7
"1138","France-Bouché Bou-82","000_Guernion2014","France-Bouché","Bou-82","Observation",43.902,1.941,147,"France",12,1966,12,1966,"Hand sorting",300000,"cm3",1,7.6,"H20",NA,2,NA,78.4,9.8,9.8,NA,NA,NA,"Unknown","Unknown/Other",4,"Number of species","Forest and seminatural areas Waste land",NA,NA,5,NA,7.6
"1139","France-Bouché Bou-821","000_Guernion2014","France-Bouché","Bou-821","Observation",44.541,6.702,2099,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.3,"H20",NA,4.5,NA,47.8,9.6,38.2,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Mountain pasture",NA,NA,5,NA,6.3
"1140","France-Bouché Bou-823","000_Guernion2014","France-Bouché","Bou-823","Observation",44.658,6.657,1067,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.5,"H20",NA,14.5,NA,34.2,34.2,17.1,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,7.5
"1141","France-Bouché Bou-824","000_Guernion2014","France-Bouché","Bou-824","Observation",44.748,6.765,1377,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,8.3,NA,27.5,32.1,32.1,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Meadow",NA,NA,1,NA,7.3
"1142","France-Bouché Bou-825","000_Guernion2014","France-Bouché","Bou-825","Observation",44.802,6.738,2157,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.1,"H20",NA,4.3,NA,38.3,38.3,19.1,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Wood",NA,NA,3,NA,6.1
"1143","France-Bouché Bou-826","000_Guernion2014","France-Bouché","Bou-826","Observation",44.82,6.738,2392,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.7,"H20",NA,3.3,NA,38.7,38.7,19.3,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Mountain pasture",NA,NA,3,NA,6.7
"1144","France-Bouché Bou-827","000_Guernion2014","France-Bouché","Bou-827","Observation",44.928,6.594,1345,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,2.7,NA,63.2,24.3,9.7,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,5,NA,7.3
"1145","France-Bouché Bou-828","000_Guernion2014","France-Bouché","Bou-828","Observation",45.018,6.396,2507,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,4.8,"H20",NA,5.2,NA,28.4,33.2,33.2,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Mountain pasture",NA,NA,3,NA,4.8
"1146","France-Bouché Bou-829","000_Guernion2014","France-Bouché","Bou-829","Observation",45.072,6.405,2395,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.4,"H20",NA,4.7,NA,38.1,38.1,19.1,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Mountain pasture",NA,NA,4,NA,6.4
"1147","France-Bouché Bou-83","000_Guernion2014","France-Bouché","Bou-83","Observation",44.055,1.401,100,"France",12,1966,12,1966,"Hand sorting",300000,"cm3",1,6.9,"H20",NA,2.3,NA,4.9,48.8,44,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Meadow",NA,NA,1,NA,6.9
"1148","France-Bouché Bou-830","000_Guernion2014","France-Bouché","Bou-830","Observation",45.207,6.531,852,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.1,"H20",NA,6.3,NA,84.4,4.7,4.7,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,7.1
"1149","France-Bouché Bou-831","000_Guernion2014","France-Bouché","Bou-831","Observation",45.297,6.927,1776,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.2,"H20",NA,6.4,NA,84.2,4.7,4.7,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Forest and seminatural areas Forest",NA,NA,2,NA,7.2
"1150","France-Bouché Bou-832","000_Guernion2014","France-Bouché","Bou-832","Observation",45.324,7.017,1779,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.7,"H20",NA,4.9,NA,85.6,4.8,4.8,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,6.7
"1151","France-Bouché Bou-832","000_Guernion2014","France-Bouché","Bou-832","Observation",45.324,7.017,1779,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7,"H20",NA,5.3,NA,85.2,4.7,4.7,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Wood",NA,NA,6,NA,7
"1152","France-Bouché Bou-834","000_Guernion2014","France-Bouché","Bou-834","Observation",45.378,7.044,2258,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.4,"H20",NA,6.6,NA,84.1,4.7,4.7,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,6.4
"1153","France-Bouché Bou-836","000_Guernion2014","France-Bouché","Bou-836","Observation",45.423,7.017,2854,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.1,"H20",NA,2.4,NA,87.8,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",1,"Number of species","Agricultural areas Mountain pasture",NA,NA,1,NA,6.1
"1154","France-Bouché Bou-837","000_Guernion2014","France-Bouché","Bou-837","Observation",45.54,6.909,1394,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.1,"H20",NA,7.5,NA,83.2,4.6,4.6,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Wood",NA,NA,4,NA,7.1
"1155","France-Bouché Bou-839","000_Guernion2014","France-Bouché","Bou-839","Observation",45.621,6.837,1405,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.2,"H20",NA,3.5,NA,38.6,38.6,19.3,NA,NA,NA,"Pasture","Herbaceous",2,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,5.2
"1156","France-Bouché Bou-840","000_Guernion2014","France-Bouché","Bou-840","Observation",45.567,6.693,824,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.8,"H20",NA,5.8,NA,75.3,9.4,9.4,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",5,"Number of species","Agricultural areas Orchard",NA,NA,6,NA,6.8
"1157","France-Bouché Bou-841","000_Guernion2014","France-Bouché","Bou-841","Observation",45.612,6.459,616,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.9,"H20",NA,1.6,NA,64,24.6,9.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Forest and seminatural areas Wood",NA,NA,2,NA,7.9
"1158","France-Bouché Bou-842","000_Guernion2014","France-Bouché","Bou-842","Observation",45.747,6.45,780,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.6,"H20",NA,5.6,NA,61.3,23.6,9.4,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Forest",NA,NA,5,NA,6.6
"1159","France-Bouché Bou-843","000_Guernion2014","France-Bouché","Bou-843","Observation",45.9,6.648,886,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.9,"H20",NA,2.4,NA,48.8,9.8,39,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,5.9
"1160","France-Bouché Bou-844","000_Guernion2014","France-Bouché","Bou-844","Observation",46.098,6.585,622,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.8,"H20",NA,5.1,NA,28.5,33.2,33.2,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",6,"Number of species","Forest and seminatural areas Forest",NA,NA,6,NA,5.8
"1161","France-Bouché Bou-845","000_Guernion2014","France-Bouché","Bou-845","Observation",46.161,6.675,1207,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5,"H20",NA,4.6,NA,76.4,9.5,9.5,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,5
"1162","France-Bouché Bou-846","000_Guernion2014","France-Bouché","Bou-846","Observation",46.395,6.612,488,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.5,"H20",NA,2.8,NA,29.2,34,34,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.5
"1163","France-Bouché Bou-847","000_Guernion2014","France-Bouché","Bou-847","Observation",46.296,6.306,445,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,3.9,NA,28.8,33.6,33.6,NA,NA,NA,"Pasture","Herbaceous",8,"Number of species","Agricultural areas Meadow",NA,NA,9,NA,7.4
"1164","France-Bouché Bou-848","000_Guernion2014","France-Bouché","Bou-848","Observation",46.062,6.297,632,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.6,"H20",NA,2.5,NA,39,39,19.5,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,5.6
"1165","France-Bouché Bou-849","000_Guernion2014","France-Bouché","Bou-849","Observation",45.837,6.135,672,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.1,"H20",NA,2.9,NA,29.1,34,34,NA,NA,NA,"Secondary vegetation","Herbaceous",6,"Number of species","Forest and seminatural areas Grassland",NA,NA,13,NA,7.1
"1166","France-Bouché Bou-849","000_Guernion2014","France-Bouché","Bou-849","Observation",45.837,6.135,672,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,3.9,NA,28.8,33.6,33.6,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",5,"Number of species","Forest and seminatural areas Forest",NA,NA,13,NA,7.3
"1167","France-Bouché Bou-85","000_Guernion2014","France-Bouché","Bou-85","Observation",44.262,1.473,217,"France",12,1966,12,1966,"Hand sorting",300000,"cm3",1,8.1,"H20",NA,2.9,NA,29.1,34,34,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",1,"Number of species","Forest and seminatural areas Wood",NA,NA,1,NA,8.1
"1168","France-Bouché Bou-851","000_Guernion2014","France-Bouché","Bou-851","Observation",45.657,6.027,1155,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.3,"H20",NA,2.4,NA,29.3,34.2,34.2,NA,NA,NA,"Pasture","Herbaceous",9,"Number of species","Agricultural areas Meadow",NA,NA,14,NA,6.3
"1169","France-Bouché Bou-851","000_Guernion2014","France-Bouché","Bou-851","Observation",45.657,6.027,1155,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.4,"H20",NA,2.9,NA,29.1,34,34,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Forest",NA,NA,14,NA,6.4
"1170","France-Bouché Bou-854","000_Guernion2014","France-Bouché","Bou-854","Observation",45.504,6.036,283,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.9,"H20",NA,4.1,NA,4.8,48,43.2,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.9
"1171","France-Bouché Bou-855","000_Guernion2014","France-Bouché","Bou-855","Observation",45.414,6.279,440,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.6,"H20",NA,2.7,NA,63.3,24.3,9.7,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,5.6
"1172","France-Bouché Bou-856","000_Guernion2014","France-Bouché","Bou-856","Observation",45.288,6.243,1441,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.4,"H20",NA,3.6,NA,28.9,33.7,33.7,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,6.4
"1173","France-Bouché Bou-857","000_Guernion2014","France-Bouché","Bou-857","Observation",45.261,6.198,1485,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.4,"H20",NA,4.4,NA,86,4.8,4.8,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Mountain pasture",NA,NA,3,NA,5.4
"1174","France-Bouché Bou-858","000_Guernion2014","France-Bouché","Bou-858","Observation",45.234,6.18,1966,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,4.9,"H20",NA,3.1,NA,38.7,38.7,19.4,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Mountain pasture",NA,NA,6,NA,4.9
"1175","France-Bouché Bou-859","000_Guernion2014","France-Bouché","Bou-859","Observation",45.126,6.027,836,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.7,"H20",NA,3.5,NA,62.7,24.1,9.7,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,7.7
"1176","France-Bouché Bou-86","000_Guernion2014","France-Bouché","Bou-86","Observation",44.82,1.473,275,"France",12,1966,12,1966,"Hand sorting",300000,"cm3",1,6.7,"H20",NA,1.3,NA,39.5,39.5,19.7,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Forest",NA,NA,3,NA,6.7
"1177","France-Bouché Bou-860","000_Guernion2014","France-Bouché","Bou-860","Observation",45.09,5.757,490,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.6,"H20",NA,2.7,NA,63.3,24.3,9.7,NA,NA,NA,"Unknown","Unknown/Other",8,"Number of species","Forest and seminatural areas Waste land",NA,NA,9,NA,7.6
"1178","France-Bouché Bou-861","000_Guernion2014","France-Bouché","Bou-861","Observation",45.288,5.775,1442,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.8,"H20",NA,4.5,NA,28.6,33.4,33.4,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",5,"Number of species","Forest and seminatural areas Forest",NA,NA,6,NA,5.8
"1179","France-Bouché Bou-862","000_Guernion2014","France-Bouché","Bou-862","Observation",45.423,5.757,388,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,5.6,NA,28.3,33,33,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.3
