"Study_site","file","Study_Name","Site_Name","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals"
"Kernecker1 2_FOR_UP_38","46_Kernecker2015","Kernecker1","2_FOR_UP_38","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.88,"H20",NA,NA,NA,NA,NA,NA,31.9,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,7,11
"Kernecker1 2_FOR_UP_38","46_Kernecker2015","Kernecker1","2_FOR_UP_38","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.44,"H20",NA,NA,NA,NA,NA,NA,31.7,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,7,11
"Kernecker1 2_FOR_UP_39","46_Kernecker2015","Kernecker1","2_FOR_UP_39","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.95,"H20",NA,NA,NA,NA,NA,NA,29.7,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,8,31
"Kernecker1 2_FOR_UP_39","46_Kernecker2015","Kernecker1","2_FOR_UP_39","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.54,"H20",NA,NA,NA,NA,NA,NA,32.5,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,8,31
"Kernecker1 2_FOR_UP_39","46_Kernecker2015","Kernecker1","2_FOR_UP_39","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.81,"H20",NA,NA,NA,NA,NA,NA,29.8,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,8,31
"Kernecker1 2_FOR_UP_39","46_Kernecker2015","Kernecker1","2_FOR_UP_39","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.1,"H20",NA,NA,NA,NA,NA,NA,26.6,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,8,31
"Kernecker1 2_FOR_UP_40","46_Kernecker2015","Kernecker1","2_FOR_UP_40","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.68,"H20",NA,NA,NA,NA,NA,NA,27.9,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,7,16
"Kernecker1 2_FOR_UP_40","46_Kernecker2015","Kernecker1","2_FOR_UP_40","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.15,"H20",NA,NA,NA,NA,NA,NA,29,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,7,16
"Kernecker1 2_FOR_UP_40","46_Kernecker2015","Kernecker1","2_FOR_UP_40","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.69,"H20",NA,NA,NA,NA,NA,NA,35.4,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,7,16
"Kernecker1 2_FOR_UP_40","46_Kernecker2015","Kernecker1","2_FOR_UP_40","Observation",45.15390683,-72.948951,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.15,"H20",NA,NA,NA,NA,NA,NA,29.4,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,7,16
"Kernecker1 3_AG_RIP_41","46_Kernecker2015","Kernecker1","3_AG_RIP_41","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.56,"H20",NA,NA,NA,NA,NA,NA,28.5,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,15,35
"Kernecker1 3_AG_RIP_41","46_Kernecker2015","Kernecker1","3_AG_RIP_41","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.87,"H20",NA,NA,NA,NA,NA,NA,47.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,15,35
"Kernecker1 3_AG_RIP_41","46_Kernecker2015","Kernecker1","3_AG_RIP_41","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.07,"H20",NA,NA,NA,NA,NA,NA,40.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,15,35
"Kernecker1 3_AG_RIP_41","46_Kernecker2015","Kernecker1","3_AG_RIP_41","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.44,"H20",NA,NA,NA,NA,NA,NA,31.8,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,15,35
"Kernecker1 3_AG_RIP_42","46_Kernecker2015","Kernecker1","3_AG_RIP_42","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.73,"H20",NA,NA,NA,NA,NA,NA,26.5,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,14,27
"Kernecker1 3_AG_RIP_42","46_Kernecker2015","Kernecker1","3_AG_RIP_42","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.04,"H20",NA,NA,NA,NA,NA,NA,31.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,14,27
"Kernecker1 3_AG_RIP_42","46_Kernecker2015","Kernecker1","3_AG_RIP_42","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.76,"H20",NA,NA,NA,NA,NA,NA,42.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,14,27
"Kernecker1 3_AG_RIP_42","46_Kernecker2015","Kernecker1","3_AG_RIP_42","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.57,"H20",NA,NA,NA,NA,NA,NA,34.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,14,27
"Kernecker1 3_AG_RIP_43","46_Kernecker2015","Kernecker1","3_AG_RIP_43","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.12,"H20",NA,NA,NA,NA,NA,NA,43,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,15
"Kernecker1 3_AG_RIP_43","46_Kernecker2015","Kernecker1","3_AG_RIP_43","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.06,"H20",NA,NA,NA,NA,NA,NA,41.8,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,15
"Kernecker1 3_AG_RIP_43","46_Kernecker2015","Kernecker1","3_AG_RIP_43","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.73,"H20",NA,NA,NA,NA,NA,NA,31.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,6,15
"Kernecker1 3_AG_RIP_44","46_Kernecker2015","Kernecker1","3_AG_RIP_44","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.76,"H20",NA,NA,NA,NA,NA,NA,38.7,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,7,23
"Kernecker1 3_AG_RIP_44","46_Kernecker2015","Kernecker1","3_AG_RIP_44","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.17,"H20",NA,NA,NA,NA,NA,NA,29.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,7,23
"Kernecker1 3_AG_RIP_44","46_Kernecker2015","Kernecker1","3_AG_RIP_44","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.41,"H20",NA,NA,NA,NA,NA,NA,33.3,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,7,23
"Kernecker1 3_AG_RIP_45","46_Kernecker2015","Kernecker1","3_AG_RIP_45","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.76,"H20",NA,NA,NA,NA,NA,NA,39.8,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,7,17
"Kernecker1 3_AG_RIP_45","46_Kernecker2015","Kernecker1","3_AG_RIP_45","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.69,"H20",NA,NA,NA,NA,NA,NA,36.9,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,7,17
"Kernecker1 3_AG_RIP_45","46_Kernecker2015","Kernecker1","3_AG_RIP_45","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.77,"H20",NA,NA,NA,NA,NA,NA,39.1,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,7,17
"Kernecker1 3_AG_RIP_45","46_Kernecker2015","Kernecker1","3_AG_RIP_45","Observation",45.16899683,-72.95571417,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.76,"H20",NA,NA,NA,NA,NA,NA,33.2,NA,NA,"Secondary vegetation","Herbaceous",NA,NA,NA,NA,NA,7,17
"Kernecker1 3_AG_UP_46","46_Kernecker2015","Kernecker1","3_AG_UP_46","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.99,"H20",NA,NA,NA,NA,NA,NA,55.2,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,4,11
"Kernecker1 3_AG_UP_46","46_Kernecker2015","Kernecker1","3_AG_UP_46","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.39,"H20",NA,NA,NA,NA,NA,NA,53.1,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,4,11
"Kernecker1 3_AG_UP_47","46_Kernecker2015","Kernecker1","3_AG_UP_47","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.07,"H20",NA,NA,NA,NA,NA,NA,38.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,8,24
"Kernecker1 3_AG_UP_47","46_Kernecker2015","Kernecker1","3_AG_UP_47","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.7,"H20",NA,NA,NA,NA,NA,NA,25.4,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,8,24
"Kernecker1 3_AG_UP_47","46_Kernecker2015","Kernecker1","3_AG_UP_47","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.76,"H20",NA,NA,NA,NA,NA,NA,44.3,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,8,24
"Kernecker1 3_AG_UP_47","46_Kernecker2015","Kernecker1","3_AG_UP_47","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.25,"H20",NA,NA,NA,NA,NA,NA,47.6,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,8,24
"Kernecker1 3_AG_UP_48","46_Kernecker2015","Kernecker1","3_AG_UP_48","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.98,"H20",NA,NA,NA,NA,NA,NA,50.4,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,23
"Kernecker1 3_AG_UP_48","46_Kernecker2015","Kernecker1","3_AG_UP_48","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.58,"H20",NA,NA,NA,NA,NA,NA,38.5,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,23
"Kernecker1 3_AG_UP_48","46_Kernecker2015","Kernecker1","3_AG_UP_48","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.29,"H20",NA,NA,NA,NA,NA,NA,40.2,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,23
"Kernecker1 3_AG_UP_48","46_Kernecker2015","Kernecker1","3_AG_UP_48","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.17,"H20",NA,NA,NA,NA,NA,NA,55.1,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,9,23
"Kernecker1 3_AG_UP_49","46_Kernecker2015","Kernecker1","3_AG_UP_49","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.62,"H20",NA,NA,NA,NA,NA,NA,44.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,5,12
"Kernecker1 3_AG_UP_49","46_Kernecker2015","Kernecker1","3_AG_UP_49","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.42,"H20",NA,NA,NA,NA,NA,NA,49.4,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,5,12
"Kernecker1 3_AG_UP_49","46_Kernecker2015","Kernecker1","3_AG_UP_49","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.53,"H20",NA,NA,NA,NA,NA,NA,60.4,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,5,12
"Kernecker1 3_AG_UP_50","46_Kernecker2015","Kernecker1","3_AG_UP_50","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.92,"H20",NA,NA,NA,NA,NA,NA,48.8,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,6,14
"Kernecker1 3_AG_UP_50","46_Kernecker2015","Kernecker1","3_AG_UP_50","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.11,"H20",NA,NA,NA,NA,NA,NA,45.9,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,6,14
"Kernecker1 3_AG_UP_50","46_Kernecker2015","Kernecker1","3_AG_UP_50","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.07,"H20",NA,NA,NA,NA,NA,NA,58.9,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,6,14
"Kernecker1 3_AG_UP_50","46_Kernecker2015","Kernecker1","3_AG_UP_50","Observation",45.16929983,-72.955478,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,7.06,"H20",NA,NA,NA,NA,NA,NA,29.6,NA,NA,"Production - Arable","Cropland",NA,NA,NA,NA,NA,6,14
"Kernecker1 3_FOR_RIP_51","46_Kernecker2015","Kernecker1","3_FOR_RIP_51","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.22,"H20",NA,NA,NA,NA,NA,NA,51.6,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,12,24
"Kernecker1 3_FOR_RIP_51","46_Kernecker2015","Kernecker1","3_FOR_RIP_51","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.04,"H20",NA,NA,NA,NA,NA,NA,45.4,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,12,24
"Kernecker1 3_FOR_RIP_51","46_Kernecker2015","Kernecker1","3_FOR_RIP_51","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.19,"H20",NA,NA,NA,NA,NA,NA,33.2,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,12,24
"Kernecker1 3_FOR_RIP_51","46_Kernecker2015","Kernecker1","3_FOR_RIP_51","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.54,"H20",NA,NA,NA,NA,NA,NA,39.9,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,12,24
"Kernecker1 3_FOR_RIP_52","46_Kernecker2015","Kernecker1","3_FOR_RIP_52","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.42,"H20",NA,NA,NA,NA,NA,NA,35.8,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,8,19
"Kernecker1 3_FOR_RIP_52","46_Kernecker2015","Kernecker1","3_FOR_RIP_52","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.99,"H20",NA,NA,NA,NA,NA,NA,35.7,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,8,19
"Kernecker1 3_FOR_RIP_52","46_Kernecker2015","Kernecker1","3_FOR_RIP_52","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.03,"H20",NA,NA,NA,NA,NA,NA,38.2,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,8,19
"Kernecker1 3_FOR_RIP_52","46_Kernecker2015","Kernecker1","3_FOR_RIP_52","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.41,"H20",NA,NA,NA,NA,NA,NA,43.4,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,8,19
"Kernecker1 3_FOR_RIP_53","46_Kernecker2015","Kernecker1","3_FOR_RIP_53","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.94,"H20",NA,NA,NA,NA,NA,NA,35,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,4,11
"Kernecker1 3_FOR_RIP_53","46_Kernecker2015","Kernecker1","3_FOR_RIP_53","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.18,"H20",NA,NA,NA,NA,NA,NA,50.2,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,4,11
"Kernecker1 3_FOR_RIP_53","46_Kernecker2015","Kernecker1","3_FOR_RIP_53","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.67,"H20",NA,NA,NA,NA,NA,NA,37.3,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,4,11
"Kernecker1 3_FOR_RIP_54","46_Kernecker2015","Kernecker1","3_FOR_RIP_54","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.08,"H20",NA,NA,NA,NA,NA,NA,39.8,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,10,20
"Kernecker1 3_FOR_RIP_54","46_Kernecker2015","Kernecker1","3_FOR_RIP_54","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.05,"H20",NA,NA,NA,NA,NA,NA,30.9,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,10,20
"Kernecker1 3_FOR_RIP_54","46_Kernecker2015","Kernecker1","3_FOR_RIP_54","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.29,"H20",NA,NA,NA,NA,NA,NA,38.4,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,10,20
"Kernecker1 3_FOR_RIP_54","46_Kernecker2015","Kernecker1","3_FOR_RIP_54","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,6.11,"H20",NA,NA,NA,NA,NA,NA,63.8,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,10,20
"Kernecker1 3_FOR_RIP_55","46_Kernecker2015","Kernecker1","3_FOR_RIP_55","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.61,"H20",NA,NA,NA,NA,NA,NA,36.4,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,7,9
"Kernecker1 3_FOR_RIP_55","46_Kernecker2015","Kernecker1","3_FOR_RIP_55","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.43,"H20",NA,NA,NA,NA,NA,NA,42.8,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,7,9
"Kernecker1 3_FOR_RIP_55","46_Kernecker2015","Kernecker1","3_FOR_RIP_55","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.13,"H20",NA,NA,NA,NA,NA,NA,50.6,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,7,9
"Kernecker1 3_FOR_RIP_55","46_Kernecker2015","Kernecker1","3_FOR_RIP_55","Observation",45.166567,-72.952919,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.28,"H20",NA,NA,NA,NA,NA,NA,40.7,NA,NA,"FOR-RIP","FOR",NA,NA,NA,NA,NA,7,9
"Kernecker1 3_FOR_UP_56","46_Kernecker2015","Kernecker1","3_FOR_UP_56","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.7,"H20",NA,NA,NA,NA,NA,NA,33.6,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,9,15
"Kernecker1 3_FOR_UP_56","46_Kernecker2015","Kernecker1","3_FOR_UP_56","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,5.34,"H20",NA,NA,NA,NA,NA,NA,32.2,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,9,15
"Kernecker1 3_FOR_UP_56","46_Kernecker2015","Kernecker1","3_FOR_UP_56","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.38,"H20",NA,NA,NA,NA,NA,NA,52.9,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,9,15
"Kernecker1 3_FOR_UP_57","46_Kernecker2015","Kernecker1","3_FOR_UP_57","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.54,"H20",NA,NA,NA,NA,NA,NA,25.2,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,7,18
"Kernecker1 3_FOR_UP_57","46_Kernecker2015","Kernecker1","3_FOR_UP_57","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,3.94,"H20",NA,NA,NA,NA,NA,NA,48.8,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,7,18
"Kernecker1 3_FOR_UP_57","46_Kernecker2015","Kernecker1","3_FOR_UP_57","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.5,"H20",NA,NA,NA,NA,NA,NA,32.5,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,7,18
"Kernecker1 3_FOR_UP_58","46_Kernecker2015","Kernecker1","3_FOR_UP_58","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.5,"H20",NA,NA,NA,NA,NA,NA,49.4,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,6,9
"Kernecker1 3_FOR_UP_58","46_Kernecker2015","Kernecker1","3_FOR_UP_58","Observation",45.16720083,-72.95257317,NA,"Canada",9,2009,5,2011,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",625,"cm2",4,4.85,"H20",NA,NA,NA,NA,NA,NA,35.2,NA,NA,"FOR-UP","FOR",NA,NA,NA,NA,NA,6,9
