"Study_site","file.x","Study_ID","Site_Name.x","SpeciesBinomial","MorphospeciesID","Genus","Family","LifeStage","Native.Nonnative","Functional_Type","Abundance","Abundance_Unit","WetBiomass","WetBiomassUnits","file.y","Study_Name","Site_Name.y","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals"
"Finland EPO_9Field","4643_Nieminen2011","Finland","EPO_9Field","Lumbricus rubellus",NA,NA,NA,"Adult",NA,"Epigeic",2.666666667,"Individuals per cm2",1.506666667,"g/m2","4643_Nieminen2011","Finland","EPO_9Field","Observation",62.96042063,22.53240359,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.08,"H20",5.17,NA,16.15625,61.8,23.8,14.4,48,NA,NA,"Pasture","Herbaceous",1,"Number of species","Grass",1.506666667,"g/m2",1,2.666666667
"Finland EPO_9Margin","4643_Nieminen2011","Finland","EPO_9Margin","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",130.6666667,"Individuals per cm2",118.8666667,"g/m2","4643_Nieminen2011","Finland","EPO_9Margin","Observation",62.9601472,22.53086597,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,31.3,NA,NA,"Secondary vegetation","Herbaceous",4,"Number of species","Field margin - no trees",182.2373333,"g/m2",4,240.000000033
"Finland EPO_9Margin","4643_Nieminen2011","Finland","EPO_9Margin","Dendrobaena octaedra",NA,NA,NA,"Adult",NA,"Epigeic",82.66666667,"Individuals per cm2",10.06933333,"g/m2","4643_Nieminen2011","Finland","EPO_9Margin","Observation",62.9601472,22.53086597,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,31.3,NA,NA,"Secondary vegetation","Herbaceous",4,"Number of species","Field margin - no trees",182.2373333,"g/m2",4,240.000000033
"Finland EPO_9Margin","4643_Nieminen2011","Finland","EPO_9Margin","Dendrodrilus rubidus",NA,NA,NA,"Adult",NA,"Epigeic",21.33333333,"Individuals per cm2",1.904,"g/m2","4643_Nieminen2011","Finland","EPO_9Margin","Observation",62.9601472,22.53086597,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,31.3,NA,NA,"Secondary vegetation","Herbaceous",4,"Number of species","Field margin - no trees",182.2373333,"g/m2",4,240.000000033
"Finland EPO_9Margin","4643_Nieminen2011","Finland","EPO_9Margin","Lumbricus rubellus",NA,NA,NA,"Adult",NA,"Epigeic",5.333333333,"Individuals per cm2",2.642666667,"g/m2","4643_Nieminen2011","Finland","EPO_9Margin","Observation",62.9601472,22.53086597,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,31.3,NA,NA,"Secondary vegetation","Herbaceous",4,"Number of species","Field margin - no trees",182.2373333,"g/m2",4,240.000000033
"Finland HAM_3Field","4643_Nieminen2011","Finland","HAM_3Field","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",2.666666667,"Individuals per cm2",1.36,"g/m2","4643_Nieminen2011","Finland","HAM_3Field","Observation",61.33924309,24.21473079,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,6.06,"H20",2.35,NA,16.78571429,84.4,9.7,5.9,24,NA,NA,"Production - Arable","Cropland",1,"Number of species","Cereal",3.168,"g/m2",1,2.666666667
"Finland HAM_3Margin","4643_Nieminen2011","Finland","HAM_3Margin","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",40,"Individuals per cm2",14.09333333,"g/m2","4643_Nieminen2011","Finland","HAM_3Margin","Observation",61.33974811,24.21264831,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",4,"Number of species","Field margin - some trees",61.34266667,"g/m2",4,82.666666663
"Finland HAM_3Margin","4643_Nieminen2011","Finland","HAM_3Margin","Aporrectodea rosea",NA,NA,NA,"Adult",NA,"Endogeic",9.333333333,"Individuals per cm2",0.928,"g/m2","4643_Nieminen2011","Finland","HAM_3Margin","Observation",61.33974811,24.21264831,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",4,"Number of species","Field margin - some trees",61.34266667,"g/m2",4,82.666666663
"Finland HAM_3Margin","4643_Nieminen2011","Finland","HAM_3Margin","Dendrobaena octaedra",NA,NA,NA,"Adult",NA,"Epigeic",21.33333333,"Individuals per cm2",1.224,"g/m2","4643_Nieminen2011","Finland","HAM_3Margin","Observation",61.33974811,24.21264831,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",4,"Number of species","Field margin - some trees",61.34266667,"g/m2",4,82.666666663
"Finland HAM_3Margin","4643_Nieminen2011","Finland","HAM_3Margin","Lumbricus terrestris",NA,NA,NA,"Adult",NA,"Anecic",12,"Individuals per cm2",30.732,"g/m2","4643_Nieminen2011","Finland","HAM_3Margin","Observation",61.33974811,24.21264831,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",4,"Number of species","Field margin - some trees",61.34266667,"g/m2",4,82.666666663
"Finland HAM_4Field","4643_Nieminen2011","Finland","HAM_4Field","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",36,"Individuals per cm2",20.46266667,"g/m2","4643_Nieminen2011","Finland","HAM_4Field","Observation",61.34049541,24.20968427,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.81,"H20",2.19,NA,15.64285714,68,18.4,13.6,28.3,NA,NA,"Production - Arable","Cropland",2,"Number of species","Cereal",28.66266667,"g/m2",2,38.666666667
"Finland HAM_4Field","4643_Nieminen2011","Finland","HAM_4Field","Aporrectodea rosea",NA,NA,NA,"Adult",NA,"Endogeic",2.666666667,"Individuals per cm2",0.501333333,"g/m2","4643_Nieminen2011","Finland","HAM_4Field","Observation",61.34049541,24.20968427,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.81,"H20",2.19,NA,15.64285714,68,18.4,13.6,28.3,NA,NA,"Production - Arable","Cropland",2,"Number of species","Cereal",28.66266667,"g/m2",2,38.666666667
"Finland HAM_4Margin","4643_Nieminen2011","Finland","HAM_4Margin","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",36,"Individuals per cm2",16.95866667,"g/m2","4643_Nieminen2011","Finland","HAM_4Margin","Observation",61.3411885,24.21020208,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",138.6626667,"g/m2",5,158.66666667
"Finland HAM_4Margin","4643_Nieminen2011","Finland","HAM_4Margin","Aporrectodea rosea",NA,NA,NA,"Adult",NA,"Endogeic",92,"Individuals per cm2",16.07066667,"g/m2","4643_Nieminen2011","Finland","HAM_4Margin","Observation",61.3411885,24.21020208,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",138.6626667,"g/m2",5,158.66666667
"Finland HAM_4Margin","4643_Nieminen2011","Finland","HAM_4Margin","Dendrodrilus rubidus",NA,NA,NA,"Adult",NA,"Epigeic",8,"Individuals per cm2",0.394666667,"g/m2","4643_Nieminen2011","Finland","HAM_4Margin","Observation",61.3411885,24.21020208,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",138.6626667,"g/m2",5,158.66666667
"Finland HAM_4Margin","4643_Nieminen2011","Finland","HAM_4Margin","Lumbricus terrestris",NA,NA,NA,"Adult",NA,"Anecic",14.66666667,"Individuals per cm2",45.564,"g/m2","4643_Nieminen2011","Finland","HAM_4Margin","Observation",61.3411885,24.21020208,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",138.6626667,"g/m2",5,158.66666667
"Finland HAM_4Margin","4643_Nieminen2011","Finland","HAM_4Margin","Octolasion tyrtaeum",NA,NA,NA,"Adult",NA,"Endogeic",8,"Individuals per cm2",3.554666667,"g/m2","4643_Nieminen2011","Finland","HAM_4Margin","Observation",61.3411885,24.21020208,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",138.6626667,"g/m2",5,158.66666667
"Finland HAM_5Field","4643_Nieminen2011","Finland","HAM_5Field","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",6.666666667,"Individuals per cm2",5.433333333,"g/m2","4643_Nieminen2011","Finland","HAM_5Field","Observation",61.33933937,24.20674019,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,6.25,"H20",1.94,NA,14.92307692,91.3,5.8,2.9,23.3,NA,NA,"Production - Arable","Herbaceous",1,"Number of species","Green Fallow",9.273333333,"g/m2",1,6.666666667
"Finland HAM_5Margin","4643_Nieminen2011","Finland","HAM_5Margin","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",44,"Individuals per cm2",38.84133333,"g/m2","4643_Nieminen2011","Finland","HAM_5Margin","Observation",61.3388026,24.20727405,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",6,"Number of species","Field margin - some trees",184.2853333,"g/m2",6,182.666666677
"Finland HAM_5Margin","4643_Nieminen2011","Finland","HAM_5Margin","Aporrectodea rosea",NA,NA,NA,"Adult",NA,"Endogeic",70.66666667,"Individuals per cm2",17.408,"g/m2","4643_Nieminen2011","Finland","HAM_5Margin","Observation",61.3388026,24.20727405,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",6,"Number of species","Field margin - some trees",184.2853333,"g/m2",6,182.666666677
"Finland HAM_5Margin","4643_Nieminen2011","Finland","HAM_5Margin","Dendrodrilus rubidus",NA,NA,NA,"Adult",NA,"Epigeic",2.666666667,"Individuals per cm2",0.069333333,"g/m2","4643_Nieminen2011","Finland","HAM_5Margin","Observation",61.3388026,24.20727405,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",6,"Number of species","Field margin - some trees",184.2853333,"g/m2",6,182.666666677
"Finland HAM_5Margin","4643_Nieminen2011","Finland","HAM_5Margin","Lumbricus castaneus",NA,NA,NA,"Adult",NA,"Epigeic",42.66666667,"Individuals per cm2",5.28,"g/m2","4643_Nieminen2011","Finland","HAM_5Margin","Observation",61.3388026,24.20727405,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",6,"Number of species","Field margin - some trees",184.2853333,"g/m2",6,182.666666677
"Finland HAM_5Margin","4643_Nieminen2011","Finland","HAM_5Margin","Lumbricus rubellus",NA,NA,NA,"Adult",NA,"Epigeic",10.66666667,"Individuals per cm2",6.106666667,"g/m2","4643_Nieminen2011","Finland","HAM_5Margin","Observation",61.3388026,24.20727405,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",6,"Number of species","Field margin - some trees",184.2853333,"g/m2",6,182.666666677
"Finland HAM_5Margin","4643_Nieminen2011","Finland","HAM_5Margin","Lumbricus terrestris",NA,NA,NA,"Adult",NA,"Anecic",12,"Individuals per cm2",44.64133333,"g/m2","4643_Nieminen2011","Finland","HAM_5Margin","Observation",61.3388026,24.20727405,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",6,"Number of species","Field margin - some trees",184.2853333,"g/m2",6,182.666666677
"Finland HAM_6Field","4643_Nieminen2011","Finland","HAM_6Field","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",16,"Individuals per cm2",14.016,"g/m2","4643_Nieminen2011","Finland","HAM_6Field","Observation",61.34045822,24.20133136,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,6.34,"H20",2.33,NA,19.41666667,88.3,7.4,4.3,25.7,NA,NA,"Production - Arable","Cropland",1,"Number of species","Cereal",21.02266667,"g/m2",1,16
"Finland HAM_6Margin","4643_Nieminen2011","Finland","HAM_6Margin","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",45.33333333,"Individuals per cm2",25.07066667,"g/m2","4643_Nieminen2011","Finland","HAM_6Margin","Observation",61.34130484,24.20058274,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",111.7906667,"g/m2",5,84.000000004
"Finland HAM_6Margin","4643_Nieminen2011","Finland","HAM_6Margin","Aporrectodea rosea",NA,NA,NA,"Adult",NA,"Endogeic",14.66666667,"Individuals per cm2",2.457333333,"g/m2","4643_Nieminen2011","Finland","HAM_6Margin","Observation",61.34130484,24.20058274,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",111.7906667,"g/m2",5,84.000000004
"Finland HAM_6Margin","4643_Nieminen2011","Finland","HAM_6Margin","Dendrodrilus rubidus",NA,NA,NA,"Adult",NA,"Epigeic",6.666666667,"Individuals per cm2",0.528,"g/m2","4643_Nieminen2011","Finland","HAM_6Margin","Observation",61.34130484,24.20058274,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",111.7906667,"g/m2",5,84.000000004
"Finland HAM_6Margin","4643_Nieminen2011","Finland","HAM_6Margin","Lumbricus terrestris",NA,NA,NA,"Adult",NA,"Anecic",14.66666667,"Individuals per cm2",48.07066667,"g/m2","4643_Nieminen2011","Finland","HAM_6Margin","Observation",61.34130484,24.20058274,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",111.7906667,"g/m2",5,84.000000004
"Finland HAM_6Margin","4643_Nieminen2011","Finland","HAM_6Margin","Octolasion tyrtaeum",NA,NA,NA,"Adult",NA,"Endogeic",2.666666667,"Individuals per cm2",1.410666667,"g/m2","4643_Nieminen2011","Finland","HAM_6Margin","Observation",61.34130484,24.20058274,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,"Secondary vegetation","Herbaceous with spare tree/shrub",5,"Number of species","Field margin - some trees",111.7906667,"g/m2",5,84.000000004
"Finland HAM_7Field","4643_Nieminen2011","Finland","HAM_7Field","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",17.33333333,"Individuals per cm2",7.237333333,"g/m2","4643_Nieminen2011","Finland","HAM_7Field","Observation",61.34000888,24.19695975,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.71,"H20",2.65,NA,14.72222222,74.6,14.7,10.7,34.7,NA,NA,"Production - Arable","Cropland",2,"Number of species","Cereal",24.984,"g/m2",2,33.33333333
"Finland HAM_7Field","4643_Nieminen2011","Finland","HAM_7Field","Aporrectodea rosea",NA,NA,NA,"Adult",NA,"Endogeic",16,"Individuals per cm2",4.285333333,"g/m2","4643_Nieminen2011","Finland","HAM_7Field","Observation",61.34000888,24.19695975,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.71,"H20",2.65,NA,14.72222222,74.6,14.7,10.7,34.7,NA,NA,"Production - Arable","Cropland",2,"Number of species","Cereal",24.984,"g/m2",2,33.33333333
"Finland HAM_7Margin","4643_Nieminen2011","Finland","HAM_7Margin","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",22.66666667,"Individuals per cm2",8.250666667,"g/m2","4643_Nieminen2011","Finland","HAM_7Margin","Observation",61.34191177,24.19518176,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",180.3106667,"g/m2",5,189.333333303
"Finland HAM_7Margin","4643_Nieminen2011","Finland","HAM_7Margin","Aporrectodea rosea",NA,NA,NA,"Adult",NA,"Endogeic",129.3333333,"Individuals per cm2",28.75866667,"g/m2","4643_Nieminen2011","Finland","HAM_7Margin","Observation",61.34191177,24.19518176,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",180.3106667,"g/m2",5,189.333333303
"Finland HAM_7Margin","4643_Nieminen2011","Finland","HAM_7Margin","Dendrobaena octaedra",NA,NA,NA,"Adult",NA,"Epigeic",5.333333333,"Individuals per cm2",0.218666667,"g/m2","4643_Nieminen2011","Finland","HAM_7Margin","Observation",61.34191177,24.19518176,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",180.3106667,"g/m2",5,189.333333303
"Finland HAM_7Margin","4643_Nieminen2011","Finland","HAM_7Margin","Lumbricus rubellus",NA,NA,NA,"Adult",NA,"Epigeic",10.66666667,"Individuals per cm2",6.581333333,"g/m2","4643_Nieminen2011","Finland","HAM_7Margin","Observation",61.34191177,24.19518176,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",180.3106667,"g/m2",5,189.333333303
"Finland HAM_7Margin","4643_Nieminen2011","Finland","HAM_7Margin","Lumbricus terrestris",NA,NA,NA,"Adult",NA,"Anecic",21.33333333,"Individuals per cm2",75.78266667,"g/m2","4643_Nieminen2011","Finland","HAM_7Margin","Observation",61.34191177,24.19518176,NA,"Finland",10,2005,10,2005,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",180.3106667,"g/m2",5,189.333333303
"Finland JKA_10Field","4643_Nieminen2011","Finland","JKA_10Field","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",105.3333333,"Individuals per cm2",96.35866667,"g/m2","4643_Nieminen2011","Finland","JKA_10Field","Observation",60.84953673,23.46699223,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.29,"H20",2.72,NA,12.36363636,77.4,10.2,12.4,42.4,NA,NA,"Pasture","Herbaceous",3,"Number of species","Pasture",221.0466667,"g/m2",3,121.333333303
"Finland JKA_10Field","4643_Nieminen2011","Finland","JKA_10Field","Lumbricus rubellus",NA,NA,NA,"Adult",NA,"Epigeic",1.333333333,"Individuals per cm2",0.772,"g/m2","4643_Nieminen2011","Finland","JKA_10Field","Observation",60.84953673,23.46699223,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.29,"H20",2.72,NA,12.36363636,77.4,10.2,12.4,42.4,NA,NA,"Pasture","Herbaceous",3,"Number of species","Pasture",221.0466667,"g/m2",3,121.333333303
"Finland JKA_10Field","4643_Nieminen2011","Finland","JKA_10Field","Lumbricus terrestris",NA,NA,NA,"Adult",NA,"Anecic",14.66666667,"Individuals per cm2",67.88933333,"g/m2","4643_Nieminen2011","Finland","JKA_10Field","Observation",60.84953673,23.46699223,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,5.29,"H20",2.72,NA,12.36363636,77.4,10.2,12.4,42.4,NA,NA,"Pasture","Herbaceous",3,"Number of species","Pasture",221.0466667,"g/m2",3,121.333333303
"Finland JKA_10Margin","4643_Nieminen2011","Finland","JKA_10Margin","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",88,"Individuals per cm2",77.73866667,"g/m2","4643_Nieminen2011","Finland","JKA_10Margin","Observation",60.84919371,23.46658823,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",233.5613333,"g/m2",5,153.333333337
"Finland JKA_10Margin","4643_Nieminen2011","Finland","JKA_10Margin","Dendrodrilus rubidus",NA,NA,NA,"Adult",NA,"Epigeic",10.66666667,"Individuals per cm2",1.141333333,"g/m2","4643_Nieminen2011","Finland","JKA_10Margin","Observation",60.84919371,23.46658823,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",233.5613333,"g/m2",5,153.333333337
"Finland JKA_10Margin","4643_Nieminen2011","Finland","JKA_10Margin","Lumbricus castaneus",NA,NA,NA,"Adult",NA,"Epigeic",2.666666667,"Individuals per cm2",0.314666667,"g/m2","4643_Nieminen2011","Finland","JKA_10Margin","Observation",60.84919371,23.46658823,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",233.5613333,"g/m2",5,153.333333337
"Finland JKA_10Margin","4643_Nieminen2011","Finland","JKA_10Margin","Lumbricus rubellus",NA,NA,NA,"Adult",NA,"Epigeic",24,"Individuals per cm2",13.68266667,"g/m2","4643_Nieminen2011","Finland","JKA_10Margin","Observation",60.84919371,23.46658823,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",233.5613333,"g/m2",5,153.333333337
"Finland JKA_10Margin","4643_Nieminen2011","Finland","JKA_10Margin","Lumbricus terrestris",NA,NA,NA,"Adult",NA,"Anecic",28,"Individuals per cm2",62.604,"g/m2","4643_Nieminen2011","Finland","JKA_10Margin","Observation",60.84919371,23.46658823,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA,NA,"Secondary vegetation","Herbaceous",5,"Number of species","Field margin - no trees",233.5613333,"g/m2",5,153.333333337
"Finland JKA_13Field","4643_Nieminen2011","Finland","JKA_13Field","Aporrectodea caliginosa",NA,NA,NA,"Adult",NA,"Endogeic",18.66666667,"Individuals per cm2",23.65866667,"g/m2","4643_Nieminen2011","Finland","JKA_13Field","Observation",60.86421215,23.44982132,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,6.18,"H20",2.13,NA,11.21052632,54.7,18,27.3,32.1,NA,NA,"Production - Arable","Cropland",2,"Number of species","Cereal",63.34533333,"g/m2",2,26.66666667
"Finland JKA_13Field","4643_Nieminen2011","Finland","JKA_13Field","Lumbricus terrestris",NA,NA,NA,"Adult",NA,"Anecic",8,"Individuals per cm2",30.89466667,"g/m2","4643_Nieminen2011","Finland","JKA_13Field","Observation",60.86421215,23.44982132,NA,"Finland",9,2004,9,2004,"Hand sorting + Liquid Extraction (e.g. Formaldehyde)",2500,"cm2",3,6.18,"H20",2.13,NA,11.21052632,54.7,18,27.3,32.1,NA,NA,"Production - Arable","Cropland",2,"Number of species","Cereal",63.34533333,"g/m2",2,26.66666667
